"house_id","date","price","latitude","longitude","bed","bath","sqft","sqft_lot","property_type"
593,13749,2317000,34.095089,-118.402758,5,6,3922,13939,4
593,16191,3798000,34.095089,-118.402758,5,6,3922,13939,4
594,10466,3295000,34.129631,-118.423391,5,7,10450,32234,4
594,12941,5800000,34.129631,-118.423391,5,7,10450,32234,4
594,12965,5800000,34.129631,-118.423391,5,7,10450,32234,4
594,15271,3800000,34.129631,-118.423391,5,7,10450,32234,4
595,11326,2250000,34.130665,-118.423028,3,3,3102,15246,4
595,12293,2495000,34.130665,-118.423028,3,3,3102,15246,4
596,10093,795000,34.094951,-118.435757,4,5,6000,5663,4
596,11117,835000,34.094951,-118.435757,4,5,6000,5663,4
597,10025,1025000,34.095662,-118.421801,4,5,3865,7579,4
598,11453,930000,34.09552,-118.419081,4,3,3034,10454,4
598,11464,930000,34.09552,-118.419081,4,3,3034,10454,4
598,12205,1925000,34.09552,-118.419081,4,3,3034,10454,4
599,10480,825000,34.131452,-118.423125,4,6,6777,53143,4
600,10822,1975000,34.132339,-118.422802,4,5,3969,37026,4
600,12433,2550000,34.132339,-118.422802,4,5,3969,37026,4
600,12436,2550000,34.132339,-118.422802,4,5,3969,37026,4
601,15512,2725000,34.09709,-118.400596,3,4,2819,21344,4
601,15540,2725000,34.09709,-118.400596,3,4,2819,21344,4
601,16521,5900000,34.09709,-118.400596,3,4,2819,21344,4
602,9651,1100000,34.128881,-118.424211,4,4,4654,57935,4
602,10543,1385000,34.128881,-118.424211,4,4,4654,57935,4
603,11283,1350000,34.130605,-118.424216,4,6,3200,15246,4
603,11614,1385000,34.130605,-118.424216,4,6,3200,15246,4
603,12523,2050000,34.130605,-118.424216,4,6,3200,15246,4
604,15665,1065000,34.096246,-118.429597,3,3,2137,15246,4
605,11785,2650000,34.129488,-118.424403,5,7,5541,10019,4
606,10459,875000,34.129676,-118.424576,5,6,5467,20038,4
606,11715,2800000,34.129676,-118.424576,5,6,5467,20038,4
606,12486,3300000,34.129676,-118.424576,5,6,5467,20038,4
606,14594,4310000,34.129676,-118.424576,5,6,5467,20038,4
607,14657,1042500,34.129032,-118.425064,2,2,1868,48352,4
607,16010,1350000,34.129032,-118.425064,2,2,1868,48352,4
608,14936,2950000,34.095389,-118.402666,5,7,5234,14375,4
609,15954,4e+06,34.095554,-118.417099,4,4,4341,25265,4
610,15455,1350000,34.095746,-118.419134,2,2,2885,13504,4
611,11718,1200000,34.095991,-118.424578,4,2,2124,2322,4
612,15226,1950000,34.09513,-118.414607,4,7,3678,7160,4
613,14237,1780000,34.130128,-118.425561,3,3,3069,6356,4
614,11859,765000,34.13027,-118.426046,2,1,1313,12632,4
615,13837,2300000,34.09522,-118.414749,4,5,3769,8238,4
616,11368,1215000,34.131408,-118.426102,4,5,4000,10890,4
616,13248,1925000,34.131408,-118.426102,4,5,4000,10890,4
616,13273,1925000,34.131408,-118.426102,4,5,4000,10890,4
616,13380,1859000,34.131408,-118.426102,4,5,4000,10890,4
617,16072,3200000,34.131698,-118.42613,3,3.5,3734,21780,4
618,15254,2133000,34.095841,-118.42505,3,4,4995,15682,4
619,11031,1985000,34.128994,-118.426143,5,5,5615,91040,4
619,11032,1985000,34.128994,-118.426143,5,5,5615,91040,4
620,12251,1195000,34.096078,-118.421581,3,4,2701,6316,4
620,12580,1365000,34.096078,-118.421581,3,4,2701,6316,4
621,9916,575000,34.128601,-118.427616,4,3,3183,33977,4
622,12964,1675000,34.095603,-118.402511,3,4,3347,8189,4
622,12983,1675000,34.095603,-118.402511,3,4,3347,8189,4
622,15790,2549000,34.095603,-118.402511,3,4,3347,8189,4
623,12360,3275000,34.096393,-118.429881,7,10,12500,13939,4
623,16276,4410000,34.096393,-118.429881,7,10,12500,13939,4
624,13322,1400000,34.095412,-118.436119,2,3,1957,5104,4
625,16498,2200000,34.096172,-118.430402,5,5.5,3526,9553,4
626,15800,2265000,34.096086,-118.419632,3,3.5,2858,13068,4
627,15786,2425000,34.096274,-118.424954,5,6,5461,15682,4
628,10315,89500,34.096175,-118.421095,4,4,3584,7889,4
628,12877,1526000,34.096175,-118.421095,4,4,3584,7889,4
629,10196,875000,34.096309,-118.421421,4,6,3635,9778,4
629,16286,2950000,34.096309,-118.421421,4,6,3635,9778,4
630,13418,1950000,34.095759,-118.402407,3,2,1878,7915,4
631,13427,1282000,34.095348,-118.41482,2,2.5,2121,9574,4
631,14635,1389000,34.095348,-118.41482,2,2.5,2121,9574,4
632,11919,1200000,34.096275,-118.430915,3,3.5,2860,15246,4
632,16282,2668000,34.096275,-118.430915,3,3.5,2860,15246,4
633,16496,1300000,34.095671,-118.414214,3,2,1378,7482,4
634,11752,783000,34.095862,-118.419823,3,3,3148,5924,4
635,16357,3850000,34.096059,-118.418093,3,2.5,2529,21780,4
636,14456,2175000,34.095973,-118.402209,5,4,4774,11326,4
637,10205,260000,34.09533,-118.415276,4,5,3525,17424,4
637,12326,825000,34.09533,-118.415276,4,5,3525,17424,4
637,14600,525000,34.09533,-118.415276,4,5,3525,17424,4
638,12752,1685000,34.095362,-118.401876,4,4,2615,7400,4
638,13580,2600000,34.095362,-118.401876,4,4,2615,7400,4
638,15581,2150000,34.095362,-118.401876,4,4,2615,7400,4
639,10263,1800000,34.096697,-118.424998,4,5,6500,16988,4
639,12226,1589000,34.096697,-118.424998,4,5,6500,16988,4
639,15162,3875000,34.096697,-118.424998,4,5,6500,16988,4
639,15166,3875000,34.096697,-118.424998,4,5,6500,16988,4
640,10589,3500000,34.096454,-118.438492,7,9,8270,160301,4
641,13242,1250000,34.096932,-118.437347,2,3,1709,15246,4
642,12913,1123010,34.095841,-118.414253,4,5,5492,13068,4
642,13019,1650000,34.095841,-118.414253,4,5,5492,13068,4
643,10058,1335000,34.09537,-118.419799,6,7,5948,8129,4
643,11249,1950000,34.09537,-118.419799,6,7,5948,8129,4
644,12663,1200000,34.097079,-118.43743,2,3,1709,6665,4
644,13137,1200000,34.097079,-118.43743,2,3,1709,6665,4
644,14213,1500000,34.097079,-118.43743,2,3,1709,6665,4
644,16191,1750000,34.097079,-118.43743,2,3,1709,6665,4
645,15936,1275000,34.096512,-118.421888,3,2,1850,6752,4
646,14176,3125000,34.096453,-118.418108,4,6,4120,17860,4
646,14195,3125000,34.096453,-118.418108,4,6,4120,17860,4
646,15579,4150000,34.096453,-118.418108,4,6,4120,17860,4
647,14813,940018,34.095762,-118.41485,2,2,1403,5906,4
648,11967,899000,34.095902,-118.41488,3,3,3340,6316,4
649,11870,1100000,34.09514,-118.419858,3,3.5,2286,7062,4
650,10413,1050000,34.095964,-118.401658,3,3,2123,12197,4
651,12501,1720000,34.1336,-118.431518,3,4,4170,44867,4
651,14818,2725000,34.1336,-118.431518,3,4,4170,44867,4
652,12193,1250000,34.132964,-118.431476,4,4,3021,28314,4
652,16162,3130000,34.132964,-118.431476,4,4,3021,28314,4
653,15848,2178318,34.132375,-118.432251,5,5,4659,20038,4
654,10849,415000,34.134542,-118.431471,2,1,817,15682,4
655,10263,930000,34.134167,-118.431818,3,3,1775,53143,4
655,10781,775000,34.134167,-118.431818,3,3,1775,53143,4
655,11114,750000,34.134167,-118.431818,3,3,1775,53143,4
655,11892,1200000,34.134167,-118.431818,3,3,1775,53143,4
655,11922,1690000,34.134167,-118.431818,3,3,1775,53143,4
655,12492,1550000,34.134167,-118.431818,3,3,1775,53143,4
655,12534,1550000,34.134167,-118.431818,3,3,1775,53143,4
656,9811,960000,34.135097,-118.431999,3,4,2794,20038,4
657,12128,1595000,34.132024,-118.432687,3,3,2473,179032,4
657,12494,1655000,34.132024,-118.432687,3,3,2473,179032,4
658,12494,1655000,34.132874,-118.432694,4,4,2144,160736,4
659,16408,5400000,34.094604,-118.42056,2,3,3025,63162,4
660,10897,1045000,34.096031,-118.414272,4,4,3022,11326,4
660,15415,1672500,34.096031,-118.414272,4,4,3022,11326,4
661,11171,2050000,34.13144,-118.432761,5,4.5,6707,18731,4
661,12577,2950000,34.13144,-118.432761,5,4.5,6707,18731,4
661,15141,4275000,34.13144,-118.432761,5,4.5,6707,18731,4
662,11515,1050000,34.094948,-118.41981,3,3,2560,8146,4
662,11548,1050000,34.094948,-118.41981,3,3,2560,8146,4
662,12723,2500000,34.094948,-118.41981,3,3,2560,8146,4
662,13189,2920000,34.094948,-118.41981,3,3,2560,8146,4
662,13221,2920000,34.094948,-118.41981,3,3,2560,8146,4
662,14964,1505000,34.094948,-118.41981,3,3,2560,8146,4
663,10050,1368000,34.131101,-118.433244,7,5,15000,20038,4
663,10498,2500000,34.131101,-118.433244,7,5,15000,20038,4
663,15807,4500000,34.131101,-118.433244,7,5,15000,20038,4
664,15908,5750000,34.130052,-118.434821,6,9,11000,43560,4
664,16556,8250000,34.130052,-118.434821,6,9,11000,43560,4
665,13342,2780000,34.130229,-118.436102,5,7,5107,16988,4
665,14137,3550000,34.130229,-118.436102,5,7,5107,16988,4
666,11823,2450000,34.097679,-118.42726,6,7.5,7552,14810,4
666,13091,4525000,34.097679,-118.42726,6,7.5,7552,14810,4
666,13102,4525000,34.097679,-118.42726,6,7.5,7552,14810,4
666,15457,3800000,34.097679,-118.42726,6,7.5,7552,14810,4
667,11271,3100000,34.135599,-118.436101,5,6,6662,23958,4
667,15517,5650000,34.135599,-118.436101,5,6,6662,23958,4
667,15518,5650000,34.135599,-118.436101,5,6,6662,23958,4
668,11313,3350000,34.135858,-118.436309,6,7,7037,26136,4
668,11964,4330000,34.135858,-118.436309,6,7,7037,26136,4
668,13038,6500000,34.135858,-118.436309,6,7,7037,26136,4
668,13039,6425000,34.135858,-118.436309,6,7,7037,26136,4
669,11802,3495000,34.136118,-118.436486,6,8,9150,21344,4
670,11319,2750000,34.139026,-118.435874,4,6,7492,47045,4
670,11743,2575000,34.139026,-118.435874,4,6,7492,47045,4
671,10045,1900000,34.138716,-118.435857,6,7,7323,32670,4
671,10048,1900000,34.138716,-118.435857,6,7,7323,32670,4
672,10795,2400000,34.138627,-118.43688,5,7,6917,16553,4
672,15636,4900000,34.138627,-118.43688,5,7,6917,16553,4
672,15660,4900000,34.138627,-118.43688,5,7,6917,16553,4
672,15770,4900000,34.138627,-118.43688,5,7,6917,16553,4
673,10309,2650000,34.13845,-118.435901,5,7,8146,25265,4
674,14680,4712500,34.138394,-118.436887,7,8.5,7950,18731,4
675,11149,3825000,34.13799,-118.435958,6,7.5,8734,32670,4
675,12576,5495000,34.13799,-118.435958,6,7.5,8734,32670,4
675,16381,7600000,34.13799,-118.435958,6,7.5,8734,32670,4
676,13266,7200000,34.138002,-118.437367,5,7,7924,20038,4
677,12934,2795000,34.096535,-118.418657,3,4,2375,17860,4
678,12934,2795020,34.096416,-118.418548,3,3.5,2375,17860,4
679,12250,2100000,34.095199,-118.420215,4,4,3504,6559,4
679,12949,2220000,34.095199,-118.420215,4,4,3504,6559,4
680,14370,1150000,34.095421,-118.420706,3,3,2409,6795,4
680,14426,1175000,34.095421,-118.420706,3,3,2409,6795,4
681,15308,1580000,34.096114,-118.414952,3,3,2911,9578,4
682,10676,3800000,34.136933,-118.438891,5,6.5,7818,42253,4
682,12626,4600000,34.136933,-118.438891,5,6.5,7818,42253,4
683,9842,2400000,34.136461,-118.439493,5,7,8775,22216,4
684,15953,4700000,34.135969,-118.439991,6,8,7488,16553,4
685,15644,4490000,34.135313,-118.43982,6,6.5,6060,18295,4
686,12725,6400000,34.135967,-118.440394,7,8,12500,36590,4
687,10398,2300000,34.135188,-118.440159,5,7,6800,20038,4
687,13453,7400000,34.135188,-118.440159,5,7,6800,20038,4
688,15670,6e+06,34.135586,-118.440692,5,7,7166,41382,4
688,16280,6750000,34.135586,-118.440692,5,7,7166,41382,4
689,12390,2250000,34.09669,-118.418546,6,6.5,8679,17424,4
689,13847,4300000,34.09669,-118.418546,6,6.5,8679,17424,4
690,14595,1769500,34.095469,-118.420133,4,4,2799,5470,4
691,14019,8500000,34.135088,-118.440682,6,6,10181,37462,4
692,10001,1300000,34.10098,-118.398888,4,4.5,5000,23958,4
692,10988,1625000,34.10098,-118.398888,4,4.5,5000,23958,4
692,12860,3650000,34.10098,-118.398888,4,4.5,5000,23958,4
692,12912,3650000,34.10098,-118.398888,4,4.5,5000,23958,4
692,14036,3910600,34.10098,-118.398888,4,4.5,5000,23958,4
692,14036,3911000,34.10098,-118.398888,4,4.5,5000,23958,4
693,14792,29816500,34.097593,-118.43599,5,7,16079,120226,4
694,10546,4e+05,34.095639,-118.420794,2,2,1809,7536,4
694,12776,1250000,34.095639,-118.420794,2,2,1809,7536,4
695,11800,3e+06,34.096873,-118.435425,5,6,4750,148975,4
695,13614,7045070,34.096873,-118.435425,5,6,4750,148975,4
695,13614,7045000,34.096873,-118.435425,5,6,4750,148975,4
696,11705,3450000,34.133481,-118.439008,5,7,9000,21780,4
696,15156,5200000,34.133481,-118.439008,5,7,9000,21780,4
697,15126,5275000,34.133377,-118.439325,6,8,8647,24394,4
698,11211,899000,34.095812,-118.420463,3,3.5,3000,10454,4
698,12613,2150000,34.095812,-118.420463,3,3.5,3000,10454,4
698,13766,2025000,34.095812,-118.420463,3,3.5,3000,10454,4
698,13776,2025000,34.095812,-118.420463,3,3.5,3000,10454,4
699,11533,2500000,34.133286,-118.4405,5,7,7500,17860,4
699,15698,4784500,34.133286,-118.4405,5,7,7500,17860,4
700,9799,1800000,34.133703,-118.441499,5,9,7652,28314,4
700,11528,2750000,34.133703,-118.441499,5,9,7652,28314,4
701,13045,6400000,34.134102,-118.441442,5,7,7618,42689,4
702,10771,4595000,34.133855,-118.440461,6,9,11107,36590,4
702,15800,1e+07,34.133855,-118.440461,6,9,11107,36590,4
703,11444,2799000,34.134479,-118.441304,5,6,6625,36590,4
703,11444,2600000,34.134479,-118.441304,5,6,6625,36590,4
703,13276,5712000,34.134479,-118.441304,5,6,6625,36590,4
703,15636,4800000,34.134479,-118.441304,5,6,6625,36590,4
704,11831,4995000,34.134799,-118.441034,5,7,8985,52272,4
704,11832,4725000,34.134799,-118.441034,5,7,8985,52272,4
704,11870,4725000,34.134799,-118.441034,5,7,8985,52272,4
704,13097,412500,34.134799,-118.441034,5,7,8985,52272,4
704,13770,5500000,34.134799,-118.441034,5,7,8985,52272,4
705,12479,249000,34.097042,-118.418688,5,5,4300,9174,4
705,16332,2415000,34.097042,-118.418688,5,5,4300,9174,4
706,9854,1075000,34.097644,-118.424611,3,2,2200,55321,4
706,10483,1550000,34.097644,-118.424611,3,2,2200,55321,4
706,11313,1300000,34.097644,-118.424611,3,2,2200,55321,4
706,13203,1.1e+07,34.097644,-118.424611,3,2,2200,55321,4
707,10269,1050000,34.095932,-118.420022,4,5,3300,6273,4
707,10286,1099000,34.095932,-118.420022,4,5,3300,6273,4
707,12193,1240000,34.095932,-118.420022,4,5,3300,6273,4
707,12955,2400020,34.095932,-118.420022,4,5,3300,6273,4
708,11522,3310000,34.133911,-118.440072,5,6.5,7630,20473,4
708,11523,3310000,34.133911,-118.440072,5,6.5,7630,20473,4
709,11250,3800000,34.134697,-118.440207,5,7,7897,15682,4
709,12510,4250000,34.134697,-118.440207,5,7,7897,15682,4
710,11103,2308000,34.134021,-118.439539,5,6,4847,23522,4
710,11521,2450000,34.134021,-118.439539,5,6,4847,23522,4
711,10095,525000,34.096969,-118.42126,3,4,2500,6926,4
711,12186,848000,34.096969,-118.42126,3,4,2500,6926,4
712,12206,1375000,34.096012,-118.420462,3,4.5,3265,7419,4
712,12207,1375000,34.096012,-118.420462,3,4.5,3265,7419,4
712,13313,4600000,34.096012,-118.420462,3,4.5,3265,7419,4
712,13335,3525000,34.096012,-118.420462,3,4.5,3265,7419,4
712,14834,2e+06,34.096012,-118.420462,3,4.5,3265,7419,4
713,12257,3800000,34.134768,-118.439929,5,8,6587,15246,4
713,15499,5600000,34.134768,-118.439929,5,8,6587,15246,4
714,16394,2595000,34.096476,-118.414296,2,1.5,1890,19602,4
715,13677,2900000,34.097203,-118.417287,5,5,5127,13504,4
716,13348,7495000,34.081085,-118.424168,5,8,7677,25265,4
716,13367,7495000,34.081085,-118.424168,5,8,7677,25265,4
717,13451,1000010,34.096197,-118.420402,2,2,1872,6839,4
717,13635,1502000,34.096197,-118.420402,2,2,1872,6839,4
717,15597,1672500,34.096197,-118.420402,2,2,1872,6839,4
718,11112,495000,34.09763,-118.422094,2,2,1918,7710,4
718,12600,870000,34.09763,-118.422094,2,2,1918,7710,4
718,12605,870000,34.09763,-118.422094,2,2,1918,7710,4
719,10947,2700000,34.098343,-118.427876,9,9,11000,87120,4
720,11865,2125000,34.096006,-118.418906,4,5,4585,18295,4
721,10308,1150000,34.097466,-118.423886,2,2,1802,13068,4
721,11479,632000,34.097466,-118.423886,2,2,1802,13068,4
721,12074,8e+05,34.097466,-118.423886,2,2,1802,13068,4
722,11255,2225000,34.098053,-118.41819,4,5,5269,14375,4
723,16057,1510000,34.096428,-118.420299,2,2,1629,6640,4
724,11262,2475000,34.1016,-118.398019,5,5,5646,20473,4
725,12061,605000,34.096817,-118.414325,2,2,1236,9714,4
725,12062,605000,34.096817,-118.414325,2,2,1236,9714,4
725,15260,558500,34.096817,-118.414325,2,2,1236,9714,4
726,12689,1550000,34.096301,-118.419095,4,5,2872,6273,4
726,12720,1550000,34.096301,-118.419095,4,5,2872,6273,4
726,13188,1675000,34.096301,-118.419095,4,5,2872,6273,4
727,11864,280000,34.097081,-118.404823,5,5.5,5300,9893,4
727,12779,450000,34.097081,-118.404823,5,5.5,5300,9893,4
727,12818,450000,34.097081,-118.404823,5,5.5,5300,9893,4
727,13196,5e+05,34.097081,-118.404823,5,5.5,5300,9893,4
727,15523,312500,34.097081,-118.404823,5,5.5,5300,9893,4
727,15524,315000,34.097081,-118.404823,5,5.5,5300,9893,4
728,10661,535000,34.096479,-118.420638,3,4.5,2773,6907,4
728,13167,1300000,34.096479,-118.420638,3,4.5,2773,6907,4
728,13479,1700000,34.096479,-118.420638,3,4.5,2773,6907,4
728,13488,1700000,34.096479,-118.420638,3,4.5,2773,6907,4
728,15799,1600000,34.096479,-118.420638,3,4.5,2773,6907,4
729,11011,598900,34.09666,-118.420226,3,4,1633,6708,4
729,13229,2250000,34.09666,-118.420226,3,4,1633,6708,4
729,13231,2250000,34.09666,-118.420226,3,4,1633,6708,4
730,15671,1024307,34.096945,-118.41433,3,2,1890,9801,4
730,15671,1024500,34.096945,-118.41433,3,2,1890,9801,4
731,12915,3800030,34.097565,-118.405064,3,3,3689,18731,4
732,13731,3060000,34.101779,-118.398743,4,4.5,5200,20038,4
732,14455,5500000,34.101779,-118.398743,4,4.5,5200,20038,4
733,11215,810000,34.097816,-118.422915,3,4,3306,24394,4
734,16034,1295000,34.098142,-118.429794,2,2,1542,17860,4
735,11516,2999000,34.096986,-118.419672,5,6,4291,36590,4
735,11518,2999999,34.096986,-118.419672,5,6,4291,36590,4
736,12486,1065000,34.096838,-118.43339,5,4,3238,16553,4
736,12745,1775000,34.096838,-118.43339,5,4,3238,16553,4
736,12774,1775000,34.096838,-118.43339,5,4,3238,16553,4
736,14300,1100000,34.096838,-118.43339,5,4,3238,16553,4
736,14323,1100000,34.096838,-118.43339,5,4,3238,16553,4
736,16213,2200000,34.096838,-118.43339,5,4,3238,16553,4
737,15947,4360000,34.101922,-118.397735,4,4.5,3269,27007,4
738,13917,2685500,34.097223,-118.404717,4,4.5,4033,5811,4
738,13917,4300000,34.097223,-118.404717,4,4.5,4033,5811,4
738,14726,1151000,34.097223,-118.404717,4,4.5,4033,5811,4
738,14728,1151000,34.097223,-118.404717,4,4.5,4033,5811,4
739,12964,1375000,34.098608,-118.429609,3,2,3900,435600,4
739,16034,2705000,34.098608,-118.429609,3,2,3900,435600,4
740,12261,1505000,34.097201,-118.414994,3,3,2851,9379,4
741,11782,9e+05,34.097733,-118.43039,3,4,3197,13939,4
741,12251,962000,34.097733,-118.43039,3,4,3197,13939,4
741,12265,961875,34.097733,-118.43039,3,4,3197,13939,4
742,12853,3800030,34.097595,-118.416368,6,9,11800,32670,4
742,14621,7050000,34.097595,-118.416368,6,9,11800,32670,4
743,9930,6e+05,34.097302,-118.404543,4,5,3875,10890,4
743,16532,2810000,34.097302,-118.404543,4,5,3875,10890,4
744,12208,1010000,34.097913,-118.417102,6,6,3988,26136,4
745,12628,2800000,34.098061,-118.422944,5,5.5,5782,14810,4
745,15782,3450000,34.098061,-118.422944,5,5.5,5782,14810,4
746,15351,810000,34.097201,-118.414329,2,2,1328,9741,4
747,15141,2e+06,34.09872,-118.418165,4,3,3724,15682,4
747,15141,1952000,34.09872,-118.418165,4,3,3724,15682,4
748,11358,739000,34.097113,-118.420189,2,2,1639,5793,4
749,11095,985000,34.068485,-118.39507,2,1,1347,15682,4
750,13179,1075000,34.098835,-118.429642,2,2,1067,31363,4
750,16050,1299000,34.098835,-118.429642,2,2,1067,31363,4
751,11218,962500,34.096941,-118.42406,2,2,1800,10890,4
752,11912,790636,34.097456,-118.414314,2,1,1176,9293,4
753,12818,2900020,34.098193,-118.423145,5,6,6000,16117,4
754,13238,4250000,34.099364,-118.429837,3,3,3552,42689,3
755,10604,1025000,34.098757,-118.418492,4,4,2860,8712,4
756,14673,1488000,34.097339,-118.42102,3,3,3227,14810,4
757,10814,760000,34.098373,-118.417015,4,4,2540,47480,4
758,10490,1475000,34.096795,-118.424386,2,3,2259,17860,4
758,11219,1100000,34.096795,-118.424386,2,3,2259,17860,4
758,11829,1325000,34.096795,-118.424386,2,3,2259,17860,4
759,10292,5750000,34.075615,-118.422576,8,9,12595,43560,4
760,12963,1390000,34.097172,-118.419125,3,3,2471,7331,4
760,12992,1390000,34.097172,-118.419125,3,3,2471,7331,4
760,14575,1110000,34.097172,-118.419125,3,3,2471,7331,4
760,14579,1110000,34.097172,-118.419125,3,3,2471,7331,4
761,15932,6e+06,34.09894,-118.417391,4,6,6000,19166,4
762,10163,7e+05,34.097856,-118.42099,2,2,2101,9757,4
763,11400,1590000,34.097993,-118.420764,4,4,3106,20038,4
763,12205,2450000,34.097993,-118.420764,4,4,3106,20038,4
764,11941,1900000,34.098948,-118.416605,4,5,5418,91476,4
764,13756,2990000,34.098948,-118.416605,4,5,5418,91476,4
764,13796,3195000,34.098948,-118.416605,4,5,5418,91476,4
764,13826,2990000,34.098948,-118.416605,4,5,5418,91476,4
764,13836,3e+06,34.098948,-118.416605,4,5,5418,91476,4
764,16139,3800000,34.098948,-118.416605,4,5,5418,91476,4
765,16561,2125000,34.097352,-118.418573,4,4.5,3317,8672,4
766,11829,210000,34.097717,-118.415474,4,4.5,7000,19602,4
767,10925,705000,34.09769,-118.403939,2,2,1833,9497,4
767,11339,749000,34.09769,-118.403939,2,2,1833,9497,4
767,14404,1110000,34.09769,-118.403939,2,2,1833,9497,4
768,15842,4575000,34.09856,-118.400661,4,4.5,3319,23522,4
769,10168,1025000,34.098591,-118.419184,3,3,4650,44431,4
769,10655,2850000,34.098591,-118.419184,3,3,4650,44431,4
769,15454,4300000,34.098591,-118.419184,3,3,4650,44431,4
770,14757,4750000,34.098905,-118.400685,4,4,3281,20473,4
771,14468,775000,34.097786,-118.415045,2,1.5,1526,6146,4
771,16227,1e+06,34.097786,-118.415045,2,1.5,1526,6146,4
772,9651,426000,34.098059,-118.431158,3,3,2473,9148,4
772,12564,1085000,34.098059,-118.431158,3,3,2473,9148,4
773,16587,7020000,34.099421,-118.399885,3,4,3644,25265,4
774,14314,5500000,34.0989,-118.430446,7,7.5,7082,27878,4
775,9807,670000,34.099696,-118.399861,3,3,3986,24829,4
775,13154,2726000,34.099696,-118.399861,3,3,3986,24829,4
776,11201,2350000,34.098121,-118.40418,3,4,3910,13504,4
776,16553,5560000,34.098121,-118.40418,3,4,3910,13504,4
777,10975,270000,34.098828,-118.430907,1,1,1000,13939,4
777,11841,327000,34.098828,-118.430907,1,1,1000,13939,4
777,11842,327000,34.098828,-118.430907,1,1,1000,13939,4
778,12335,2025000,34.100245,-118.399721,3,3.5,3645,25265,4
778,12338,2025000,34.100245,-118.399721,3,3.5,3645,25265,4
778,12431,2400000,34.100245,-118.399721,3,3.5,3645,25265,4
778,16031,6751500,34.100245,-118.399721,3,3.5,3645,25265,4
779,13815,3e+06,34.100251,-118.400617,4,4,4049,22216,4
780,10350,2425000,34.097866,-118.418701,4,7,7163,9995,4
780,11782,3750000,34.097866,-118.418701,4,7,7163,9995,4
781,10723,1475000,34.100519,-118.39968,4,6,4677,23958,4
781,11611,1600000,34.100519,-118.39968,4,6,4677,23958,4
782,11206,1410000,34.100532,-118.400588,5,5.5,4428,23087,4
782,12062,3700000,34.100532,-118.400588,5,5.5,4428,23087,4
783,11789,546000,34.098606,-118.431373,3,2,1476,4384,4
783,13269,1100000,34.098606,-118.431373,3,2,1476,4384,4
783,16195,1075000,34.098606,-118.431373,3,2,1476,4384,4
784,11296,8450000,34.09766,-118.419648,4,7,9000,95832,4
785,10485,725000,34.06816,-118.395545,3,2,1781,7536,4
786,14783,431000,34.098968,-118.431238,2,2.5,1359,14375,4
786,16171,1e+06,34.098968,-118.431238,2,2.5,1359,14375,4
787,10472,1350000,34.099026,-118.422324,3,3.5,2509,71874,4
787,13271,2100000,34.099026,-118.422324,3,3.5,2509,71874,4
787,13277,2100000,34.099026,-118.422324,3,3.5,2509,71874,4
788,11815,1075000,34.09853,-118.404105,4,4,3162,7051,4
788,12285,1950000,34.09853,-118.404105,4,4,3162,7051,4
788,12285,1940000,34.09853,-118.404105,4,4,3162,7051,4
789,9867,910000,34.097767,-118.414826,4,3.5,3464,5515,4
789,12143,1320000,34.097767,-118.414826,4,3.5,3464,5515,4
790,11178,825000,34.098694,-118.401497,3,4,2965,7928,4
791,13903,4500000,34.098582,-118.421211,3,5,2635,168142,4
792,10032,941500,34.098899,-118.401117,4,3,3216,15246,4
792,11246,1350000,34.098899,-118.401117,4,3,3216,15246,4
792,12984,2600000,34.098899,-118.401117,4,3,3216,15246,4
792,13005,2600000,34.098899,-118.401117,4,3,3216,15246,4
792,15330,1960000,34.098899,-118.401117,4,3,3216,15246,4
793,15931,1642000,34.098448,-118.423249,3,2,2144,20909,4
794,14959,2.3e+07,34.083545,-118.415217,12,9,22798,67082,4
795,16022,1215000,34.098699,-118.431784,3,2,1630,8988,4
796,9639,425000,34.098818,-118.426931,3,3,3135,14810,4
796,11270,759000,34.098818,-118.426931,3,3,3135,14810,4
796,11326,2200000,34.098818,-118.426931,3,3,3135,14810,4
796,12438,1e+06,34.098818,-118.426931,3,3,3135,14810,4
796,12825,1330000,34.098818,-118.426931,3,3,3135,14810,4
796,12839,1330000,34.098818,-118.426931,3,3,3135,14810,4
796,13951,1680000,34.098818,-118.426931,3,3,3135,14810,4
796,13966,1680000,34.098818,-118.426931,3,3,3135,14810,4
796,15924,1900000,34.098818,-118.426931,3,3,3135,14810,4
796,16352,2e+06,34.098818,-118.426931,3,3,3135,14810,4
797,15406,1495000,34.097989,-118.414905,4,5,2884,11326,4
798,12489,2050000,34.10186,-118.399962,4,5,4480,17424,4
798,13578,4600000,34.10186,-118.399962,4,5,4480,17424,4
799,13277,4800000,34.098313,-118.402057,3,4,3386,30928,4
800,14956,165000,34.083465,-118.416246,5,5,6690,66211,4
801,15757,4521500,34.102568,-118.397569,5,5.5,3364,20909,4
801,15772,4521175,34.102568,-118.397569,5,5.5,3364,20909,4
801,16184,5400000,34.102568,-118.397569,5,5.5,3364,20909,4
802,10170,925000,34.097915,-118.414252,5,5,2348,16553,4
802,12265,1549000,34.097915,-118.414252,5,5,2348,16553,4
802,13714,2420000,34.097915,-118.414252,5,5,2348,16553,4
803,11171,819000,34.098741,-118.423337,5,4,3243,16553,4
803,13013,1762500,34.098741,-118.423337,5,4,3243,16553,4
803,13028,1762500,34.098741,-118.423337,5,4,3243,16553,4
